mapsCompleted,reducesCompleted,mapProgress,reduceProgress,mapsTotal,reducesTotal,mapsPending,reducesPending,mapsRunning,reducesRunning,startTime,responseTimeSec,finishTime,jobId,timestamp
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:24
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:26
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:28
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:30
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:32
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:34
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:36
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:38
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:40
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:42
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:44
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:46
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:48
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:50
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:52
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:54
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:56
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:17:58
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:18:00
,,,,,,,,,,,,,application_1726669773678_0040,2024-09-20T16:18:02
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:18
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:20
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:22
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:24
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:26
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:28
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:30
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:32
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:34
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:36
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:38
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:40
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:42
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:44
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:46
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:48
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:51
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:53
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:55
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:57
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:19:59
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:20:01
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:20:03
,,,,,,,,,,,,,application_1726669773678_0041,2024-09-20T16:20:05
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:19
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:21
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:23
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:25
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:27
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:29
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:31
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:33
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:35
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:37
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:39
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:41
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:43
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:45
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:47
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:49
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:51
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:53
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:55
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:57
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:21:59
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:22:01
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:22:03
,,,,,,,,,,,,,application_1726669773678_0042,2024-09-20T16:22:05
