appsPending,appsRunning,availableMB,allocatedMB,totalMB,availableVirtualCores,allocatedVirtualCores,totalVirtualCores,totalNodes,activeNodes,unhealthyNodes,shutdownNodes,cpuUsage,memoryUsage,jobId,timestamp
0,1,217088,20480,237568,213,19,232,29,29,0,0,8.2,8.6,application_1726669773678_0044,2024-09-20T16:26:33
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0044,2024-09-20T16:26:35
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0044,2024-09-20T16:26:37
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0044,2024-09-20T16:26:39
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0044,2024-09-20T16:26:41
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0044,2024-09-20T16:26:43
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0044,2024-09-20T16:26:45
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0044,2024-09-20T16:26:47
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0044,2024-09-20T16:26:49
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0044,2024-09-20T16:26:51
0,1,221184,16384,237568,217,15,232,29,29,0,0,6.5,6.9,application_1726669773678_0044,2024-09-20T16:26:53
0,1,221184,16384,237568,217,15,232,29,29,0,0,6.5,6.9,application_1726669773678_0044,2024-09-20T16:26:55
0,1,222208,15360,237568,218,14,232,29,29,0,0,6.0,6.5,application_1726669773678_0044,2024-09-20T16:26:57
0,1,225280,12288,237568,221,11,232,29,29,0,0,4.7,5.2,application_1726669773678_0044,2024-09-20T16:26:59
0,1,227328,10240,237568,223,9,232,29,29,0,0,3.9,4.3,application_1726669773678_0044,2024-09-20T16:27:01
0,1,228352,9216,237568,224,8,232,29,29,0,0,3.4,3.9,application_1726669773678_0044,2024-09-20T16:27:03
0,1,228352,9216,237568,224,8,232,29,29,0,0,3.4,3.9,application_1726669773678_0044,2024-09-20T16:27:05
0,1,228352,9216,237568,224,8,232,29,29,0,0,3.4,3.9,application_1726669773678_0044,2024-09-20T16:27:07
0,1,230400,7168,237568,226,6,232,29,29,0,0,2.6,3.0,application_1726669773678_0044,2024-09-20T16:27:09
0,1,234496,3072,237568,230,2,232,29,29,0,0,0.9,1.3,application_1726669773678_0044,2024-09-20T16:27:11
0,1,235520,2048,237568,231,1,232,29,29,0,0,0.4,0.9,application_1726669773678_0045,2024-09-20T16:28:27
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:29
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:31
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:33
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:35
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:37
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:39
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:42
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0045,2024-09-20T16:28:44
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0045,2024-09-20T16:28:46
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0045,2024-09-20T16:28:48
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0045,2024-09-20T16:28:50
0,1,208896,28672,237568,205,27,232,29,29,0,0,11.6,12.1,application_1726669773678_0045,2024-09-20T16:28:52
0,1,209920,27648,237568,206,26,232,29,29,0,0,11.2,11.6,application_1726669773678_0045,2024-09-20T16:28:54
0,1,209920,27648,237568,206,26,232,29,29,0,0,11.2,11.6,application_1726669773678_0045,2024-09-20T16:28:56
0,1,211968,25600,237568,208,24,232,29,29,0,0,10.3,10.8,application_1726669773678_0045,2024-09-20T16:28:58
0,1,212992,24576,237568,209,23,232,29,29,0,0,9.9,10.3,application_1726669773678_0045,2024-09-20T16:29:00
0,1,217088,20480,237568,213,19,232,29,29,0,0,8.2,8.6,application_1726669773678_0045,2024-09-20T16:29:02
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0045,2024-09-20T16:29:04
0,1,221184,16384,237568,217,15,232,29,29,0,0,6.5,6.9,application_1726669773678_0045,2024-09-20T16:29:06
0,1,220160,17408,237568,216,16,232,29,29,0,0,6.9,7.3,application_1726669773678_0045,2024-09-20T16:29:08
0,1,221184,16384,237568,217,15,232,29,29,0,0,6.5,6.9,application_1726669773678_0045,2024-09-20T16:29:10
0,1,226304,11264,237568,222,10,232,29,29,0,0,4.3,4.7,application_1726669773678_0045,2024-09-20T16:29:12
0,1,227328,10240,237568,223,9,232,29,29,0,0,3.9,4.3,application_1726669773678_0045,2024-09-20T16:29:14
