metricsType,appsPending,appsRunning,availableMB,allocatedMB,totalMB,availableVirtualCores,allocatedVirtualCores,totalVirtualCores,totalNodes,activeNodes,unhealthyNodes,shutdownNodes,cpuUsage,memoryUsage,jobId,timestamp
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956038.796584
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956042.2644432
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956045.767734
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956049.2885997
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956052.7506397
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956056.2427275
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956059.7316716
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956063.2627914
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956066.7472548
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956070.2902265
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956073.8053803
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956077.30505
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956080.8184066
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956084.3299859
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956087.8124976
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956091.294413
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956094.7806764
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956098.2564378
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956101.7459989
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956105.2281845
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956108.7256541
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956112.1895416
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956115.652682
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956119.140692
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956122.610381
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956126.285223
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956129.7584748
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956133.221673
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956136.6867962
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956140.1304228
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956143.5907423
metricsType=cluster,0,1,12288,36864,49152,13,35,48,6,6,0,0,72.9,75.0,application_1708879049466_0002,1708956147.0369134
metricsType=cluster,0,1,12288,36864,49152,13,35,48,6,6,0,0,72.9,75.0,application_1708879049466_0002,1708956150.4828017
metricsType=cluster,0,1,13312,35840,49152,14,34,48,6,6,0,0,70.8,72.9,application_1708879049466_0002,1708956153.9549375
metricsType=cluster,0,1,14336,34816,49152,15,33,48,6,6,0,0,68.8,70.8,application_1708879049466_0002,1708956157.4181511
metricsType=cluster,0,1,18432,30720,49152,19,29,48,6,6,0,0,60.4,62.5,application_1708879049466_0002,1708956160.9071567
metricsType=cluster,0,1,21504,27648,49152,22,26,48,6,6,0,0,54.2,56.2,application_1708879049466_0002,1708956164.3261926
metricsType=cluster,0,1,21504,27648,49152,22,26,48,6,6,0,0,54.2,56.2,application_1708879049466_0002,1708956167.755472
metricsType=cluster,0,1,21504,27648,49152,22,26,48,6,6,0,0,54.2,56.2,application_1708879049466_0002,1708956171.223639
metricsType=cluster,0,1,21504,27648,49152,22,26,48,6,6,0,0,54.2,56.2,application_1708879049466_0002,1708956174.6958005
metricsType=cluster,0,1,23552,25600,49152,24,24,48,6,6,0,0,50.0,52.1,application_1708879049466_0002,1708956178.1258023
metricsType=cluster,0,1,25600,23552,49152,26,22,48,6,6,0,0,45.8,47.9,application_1708879049466_0002,1708956181.5963311
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956185.0276256
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956188.4681416
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956191.869728
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956195.2757196
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956198.7666137
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956202.1610484
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956205.5976756
metricsType=cluster,0,1,26624,22528,49152,27,21,48,6,6,0,0,43.8,45.8,application_1708879049466_0002,1708956208.9935741
metricsType=cluster,0,1,27648,21504,49152,28,20,48,6,6,0,0,41.7,43.8,application_1708879049466_0002,1708956212.4002652
metricsType=cluster,0,1,28672,20480,49152,29,19,48,6,6,0,0,39.6,41.7,application_1708879049466_0002,1708956215.8106387
metricsType=cluster,0,1,31744,17408,49152,32,16,48,6,6,0,0,33.3,35.4,application_1708879049466_0002,1708956219.2354798
metricsType=cluster,0,1,34816,14336,49152,35,13,48,6,6,0,0,27.1,29.2,application_1708879049466_0002,1708956222.6507134
metricsType=cluster,0,1,38912,10240,49152,39,9,48,6,6,0,0,18.8,20.8,application_1708879049466_0002,1708956226.0487862
metricsType=cluster,0,1,39936,9216,49152,40,8,48,6,6,0,0,16.7,18.8,application_1708879049466_0002,1708956229.4522324
metricsType=cluster,0,1,39936,9216,49152,40,8,48,6,6,0,0,16.7,18.8,application_1708879049466_0002,1708956232.9074523
metricsType=cluster,0,1,40960,8192,49152,41,7,48,6,6,0,0,14.6,16.7,application_1708879049466_0002,1708956236.3806217
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956239.868756
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956243.357416
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956246.816709
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956250.2772124
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956253.6593173
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956257.0429769
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956260.4480124
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956263.8331053
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956267.21399
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956270.603827
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956273.9993303
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956277.3880212
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956280.7730844
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956284.180406
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956287.6375396
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956291.0253296
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956294.4391007
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956297.8056412
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956301.2010307
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956304.6029067
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956308.039331
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956311.4635797
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956314.8558087
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956318.2747705
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956322.817463
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956326.2256944
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956329.780406
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956333.184635
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956336.5801754
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956339.9554489
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956343.3318841
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956346.7334492
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956350.1060083
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956353.486809
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956356.970619
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956360.3422065
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956363.715652
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956367.1441426
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956370.513877
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956373.8770761
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956377.4018996
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956380.772045
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956384.1405509
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956387.5175695
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956390.9201055
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956394.2740748
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956397.6351516
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956401.0095768
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956404.4215539
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956407.7892995
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956411.1677694
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956414.539621
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956419.1962748
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956422.5840015
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956425.9762917
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956429.3382154
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956432.694175
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956436.0650396
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956439.455571
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956442.8154535
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956446.206819
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956449.615181
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956453.0046618
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956456.3788345
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956459.7452586
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956463.1060174
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956466.4709718
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956469.8474197
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956473.2528062
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956476.6299891
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956480.0022695
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956483.3703523
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956486.7277136
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956490.1025283
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956493.4662695
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956496.8270135
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956500.2065027
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956503.575764
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956506.9443617
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956510.3024957
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956513.659886
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956517.0479739
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956520.4212794
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956523.7860823
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956527.1604402
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956530.5305111
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956533.8999078
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956537.2648358
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956540.6248713
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956543.9925046
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956547.354818
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956550.7568338
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956554.1289513
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956557.4899285
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956560.851468
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956564.2161605
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956567.568169
metricsType=cluster,0,1,46080,3072,49152,46,2,48,6,6,0,0,4.2,6.2,application_1708879049466_0002,1708956571.0547667
