mapsCompleted,reducesCompleted,mapProgress,reduceProgress,mapsTotal,reducesTotal,mapsPending,reducesPending,mapsRunning,reducesRunning,startTime,responseTimeSec,finishTime,jobId,timestamp
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:19
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:21
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:23
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:25
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:27
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:29
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:31
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:33
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:35
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:37
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:39
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:41
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:43
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:45
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:47
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:49
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:51
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:53
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:55
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:57
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:25:59
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:01
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:03
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:05
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:07
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:09
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:11
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:13
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:15
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:17
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:19
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:21
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:23
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:26
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:28
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:30
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:32
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:34
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:36
,,,,,,,,,,,,,application_1727684395822_0001,2024-09-30T09:26:38
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:22
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:24
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:26
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:28
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:30
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:32
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:34
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:36
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:38
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:40
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:42
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:44
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:46
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:48
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:50
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:52
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:54
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:56
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:27:58
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:00
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:02
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:04
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:06
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:08
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:10
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:12
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:14
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:16
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:18
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:20
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:22
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:24
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:26
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:28
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:30
,,,,,,,,,,,,,application_1727684395822_0002,2024-09-30T09:28:32
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:19
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:21
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:23
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:25
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:27
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:29
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:31
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:33
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:35
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:37
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:39
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:41
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:43
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:45
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:47
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:49
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:51
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:53
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:55
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:57
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:29:59
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:01
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:03
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:05
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:07
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:09
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:11
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:13
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:15
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:17
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:19
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:21
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:23
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:25
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:27
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:29
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:31
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:33
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:35
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:37
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:39
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:41
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:43
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:45
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:47
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:49
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:51
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:53
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:55
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:57
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:30:59
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:01
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:03
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:05
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:07
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:09
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:11
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:13
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:15
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:17
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:19
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:21
,,,,,,,,,,,,,application_1727684395822_0003,2024-09-30T09:31:23
